date_reco;serial;société;client;contrat;type_livraison;client_code;modele_machine;marque;couleur;toner;ville;code_postal;jours_avant_rupture;date_rupture_estimee;priorite;commentaire
2026-02-13;;AdexGroup;;STCT000970;stock_seulement;;;;black;black;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002442;stock_seulement;;;;cyan;cyan;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002553;stock_seulement;;;;cyan;cyan;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002551;stock_seulement;;;;cyan;cyan;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002568;stock_seulement;;;;cyan;cyan;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002575;stock_seulement;;;;cyan;cyan;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002518;stock_seulement;;;;cyan;cyan;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002571;stock_seulement;;;;cyan;cyan;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002433;stock_seulement;;;;cyan;cyan;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT001604;stock_seulement;;;;cyan;cyan;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002520;stock_seulement;;;;cyan;cyan;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002459;stock_seulement;;;;cyan;cyan;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002517;stock_seulement;;;;cyan;cyan;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002434;stock_seulement;;;;cyan;cyan;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002569;stock_seulement;;;;cyan;cyan;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002626;stock_seulement;;;;cyan;cyan;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002526;stock_seulement;;;;cyan;cyan;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT000174;stock_seulement;;;;cyan;cyan;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT003732;stock_seulement;;;;cyan;cyan;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT001494;stock_seulement;;;;cyan;cyan;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT003730;stock_seulement;;;;cyan;cyan;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT005041;stock_seulement;;;;cyan;cyan;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;STCT000962;stock_seulement;;;;cyan;cyan;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;STCT000977;stock_seulement;;;;cyan;cyan;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;STCT000856;stock_seulement;;;;cyan;cyan;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;STCT000970;stock_seulement;;;;cyan;cyan;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002442;stock_seulement;;;;magenta;magenta;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002553;stock_seulement;;;;magenta;magenta;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002551;stock_seulement;;;;magenta;magenta;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002568;stock_seulement;;;;magenta;magenta;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002575;stock_seulement;;;;magenta;magenta;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002518;stock_seulement;;;;magenta;magenta;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002571;stock_seulement;;;;magenta;magenta;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002433;stock_seulement;;;;magenta;magenta;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT001604;stock_seulement;;;;magenta;magenta;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002520;stock_seulement;;;;magenta;magenta;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002459;stock_seulement;;;;magenta;magenta;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002517;stock_seulement;;;;magenta;magenta;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002434;stock_seulement;;;;magenta;magenta;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002569;stock_seulement;;;;magenta;magenta;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002626;stock_seulement;;;;magenta;magenta;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002526;stock_seulement;;;;magenta;magenta;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT000174;stock_seulement;;;;magenta;magenta;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT003732;stock_seulement;;;;magenta;magenta;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT001494;stock_seulement;;;;magenta;magenta;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT003730;stock_seulement;;;;magenta;magenta;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT005041;stock_seulement;;;;magenta;magenta;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;STCT000962;stock_seulement;;;;magenta;magenta;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;STCT000977;stock_seulement;;;;magenta;magenta;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;STCT000856;stock_seulement;;;;magenta;magenta;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;STCT000970;stock_seulement;;;;magenta;magenta;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002442;stock_seulement;;;;yellow;yellow;;;0;2026-02-01;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002553;stock_seulement;;;;yellow;yellow;;;0;2026-02-01;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002551;stock_seulement;;;;yellow;yellow;;;0;2026-02-01;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002568;stock_seulement;;;;yellow;yellow;;;0;2026-02-01;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002575;stock_seulement;;;;yellow;yellow;;;0;2026-02-01;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002518;stock_seulement;;;;yellow;yellow;;;0;2026-02-01;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002571;stock_seulement;;;;yellow;yellow;;;0;2026-02-01;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002433;stock_seulement;;;;yellow;yellow;;;0;2026-02-01;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT001604;stock_seulement;;;;yellow;yellow;;;0;2026-02-01;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002520;stock_seulement;;;;yellow;yellow;;;0;2026-02-01;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002459;stock_seulement;;;;yellow;yellow;;;0;2026-02-01;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002517;stock_seulement;;;;yellow;yellow;;;0;2026-02-01;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002434;stock_seulement;;;;yellow;yellow;;;0;2026-02-01;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002569;stock_seulement;;;;yellow;yellow;;;0;2026-02-01;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002626;stock_seulement;;;;yellow;yellow;;;0;2026-02-01;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT002526;stock_seulement;;;;yellow;yellow;;;0;2026-02-01;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT000174;stock_seulement;;;;yellow;yellow;;;0;2026-02-01;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT003732;stock_seulement;;;;yellow;yellow;;;0;2026-02-01;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT001494;stock_seulement;;;;yellow;yellow;;;0;2026-02-01;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT003730;stock_seulement;;;;yellow;yellow;;;0;2026-02-01;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;CT005041;stock_seulement;;;;yellow;yellow;;;0;2026-02-01;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;STCT000962;stock_seulement;;;;yellow;yellow;;;0;2026-02-01;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;STCT000977;stock_seulement;;;;yellow;yellow;;;0;2026-02-01;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;STCT000856;stock_seulement;;;;yellow;yellow;;;0;2026-02-01;1;Risque de rupture imminent
2026-02-13;;AdexGroup;;STCT000970;stock_seulement;;;;yellow;yellow;;;0;2026-02-01;1;Risque de rupture imminent
2026-02-13;120587;AdexGroup;;STCT001001;contrat_maintenance;;;;cyan;cyan;;;0;2026-02-13;1;Risque de rupture imminent
2026-02-13;210238;AdexGroup;;CT004957;contrat_maintenance;;;;black;black;;;0;2026-02-11;1;Risque de rupture imminent
2026-02-13;3050311502;AdexGroup;;STCT001041;contrat_maintenance;;;;black;black;;;0;2026-01-25;1;Risque de rupture imminent
2026-02-13;3050311502;AdexGroup;;STCT001041;contrat_maintenance;;;;magenta;magenta;;;0;2026-01-23;1;Risque de rupture imminent
2026-02-13;3050311502;AdexGroup;;STCT001041;contrat_maintenance;;;;yellow;yellow;;;0;2026-01-20;1;Risque de rupture imminent
2026-02-13;3050318280;AdexGroup;;STCT000965;contrat_maintenance;;;;magenta;magenta;;;0;2026-02-07;1;Risque de rupture imminent
2026-02-13;3050911437;AdexGroup;;STCT000942;contrat_maintenance;;;;cyan;cyan;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;3356054066;AdexGroup;;STCT000027;contrat_maintenance;;;;black;black;;;0;2026-01-27;1;Risque de rupture imminent
2026-02-13;3356054066;AdexGroup;;STCT000027;contrat_maintenance;;;;yellow;yellow;;;0;2026-02-01;1;Risque de rupture imminent
2026-02-13;3392613691;AdexGroup;;CT000584;contrat_maintenance;;;;black;black;;;0;2025-04-01;1;Risque de rupture imminent
2026-02-13;3392613691;AdexGroup;;CT000584;contrat_maintenance;;;;cyan;cyan;;;0;2025-07-24;1;Risque de rupture imminent
2026-02-13;3392613691;AdexGroup;;CT000584;contrat_maintenance;;;;magenta;magenta;;;0;2025-09-03;1;Risque de rupture imminent
2026-02-13;3392613934;AdexGroup;;CT000552;contrat_maintenance;;;;black;black;;;0;2025-09-02;1;Risque de rupture imminent
2026-02-13;3392613934;AdexGroup;;CT000552;contrat_maintenance;;;;cyan;cyan;;;0;2025-06-14;1;Risque de rupture imminent
2026-02-13;3392613934;AdexGroup;;CT000552;contrat_maintenance;;;;magenta;magenta;;;0;2025-04-24;1;Risque de rupture imminent
2026-02-13;3392613934;AdexGroup;;CT000552;contrat_maintenance;;;;yellow;yellow;;;0;2025-08-12;1;Risque de rupture imminent
2026-02-13;3395381180;AdexGroup;;STCT000706;contrat_maintenance;;;;black;black;;;0;2026-02-11;1;Risque de rupture imminent
2026-02-13;35N00727;AdexGroup;;CT002843;contrat_maintenance;;;;cyan;cyan;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;35N00727;AdexGroup;;CT002843;contrat_maintenance;;;;yellow;yellow;;;0;2026-02-10;1;Risque de rupture imminent
2026-02-13;35N00735;AdexGroup;;CT002846;contrat_maintenance;;;;yellow;yellow;;;0;2026-02-05;1;Risque de rupture imminent
2026-02-13;35N00736;AdexGroup;;CT002845;contrat_maintenance;;;;magenta;magenta;;;0;2026-02-06;1;Risque de rupture imminent
2026-02-13;35N00736;AdexGroup;;CT002845;contrat_maintenance;;;;yellow;yellow;;;0;2026-02-03;1;Risque de rupture imminent
2026-02-13;3712067488;AdexGroup;;CT001462;contrat_maintenance;;;;cyan;cyan;;;0;2026-02-11;1;Risque de rupture imminent
2026-02-13;3712398760;AdexGroup;;CT000781;contrat_maintenance;;;;black;black;;;0;2026-01-20;1;Risque de rupture imminent
2026-02-13;3712398760;AdexGroup;;CT000781;contrat_maintenance;;;;cyan;cyan;;;0;2025-04-26;1;Risque de rupture imminent
2026-02-13;3712398760;AdexGroup;;CT000781;contrat_maintenance;;;;magenta;magenta;;;0;2025-05-24;1;Risque de rupture imminent
2026-02-13;3712398760;AdexGroup;;CT000781;contrat_maintenance;;;;yellow;yellow;;;0;2025-08-18;1;Risque de rupture imminent
2026-02-13;3712441720;AdexGroup;;CT001281;contrat_maintenance;;;;black;black;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;3712441720;AdexGroup;;CT001281;contrat_maintenance;;;;cyan;cyan;;;0;2026-02-05;1;Risque de rupture imminent
2026-02-13;3712441720;AdexGroup;;CT001281;contrat_maintenance;;;;magenta;magenta;;;0;2026-02-05;1;Risque de rupture imminent
2026-02-13;3712441720;AdexGroup;;CT001281;contrat_maintenance;;;;yellow;yellow;;;0;2026-02-01;1;Risque de rupture imminent
2026-02-13;3717195336;AdexGroup;;CT001179;contrat_maintenance;;;;cyan;cyan;;;0;2025-11-03;1;Risque de rupture imminent
2026-02-13;3717198289;AdexGroup;;CT001079;contrat_maintenance;;;;yellow;yellow;;;0;2026-01-31;1;Risque de rupture imminent
2026-02-13;3717198351;AdexGroup;;CT001141;contrat_maintenance;;;;yellow;yellow;;;0;2025-12-10;1;Risque de rupture imminent
2026-02-13;3743004808;AdexGroup;;STCT000853;contrat_maintenance;;;;yellow;yellow;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;3743021087;AdexGroup;;STCT000901;contrat_maintenance;;;;yellow;yellow;;;0;2026-02-01;1;Risque de rupture imminent
2026-02-13;3746586336;AdexGroup;;STCT000525;contrat_maintenance;;;;black;black;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;3746586336;AdexGroup;;STCT000525;contrat_maintenance;;;;cyan;cyan;;;0;2026-02-10;1;Risque de rupture imminent
2026-02-13;3746586336;AdexGroup;;STCT000525;contrat_maintenance;;;;magenta;magenta;;;0;2026-02-07;1;Risque de rupture imminent
2026-02-13;3773840651;AdexGroup;;STCT000781;contrat_maintenance;;;;black;black;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;3774107982;AdexGroup;;STCT000258;contrat_maintenance;;;;black;black;;;0;2025-12-03;1;Risque de rupture imminent
2026-02-13;3774107982;AdexGroup;;STCT000258;contrat_maintenance;;;;cyan;cyan;;;0;2025-12-23;1;Risque de rupture imminent
2026-02-13;3774202535;AdexGroup;;STCT000339;contrat_maintenance;;;;cyan;cyan;;;0;2026-02-11;1;Risque de rupture imminent
2026-02-13;3774202535;AdexGroup;;STCT000339;contrat_maintenance;;;;magenta;magenta;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;3774202535;AdexGroup;;STCT000339;contrat_maintenance;;;;yellow;yellow;;;0;2026-02-10;1;Risque de rupture imminent
2026-02-13;3774282970;AdexGroup;;CT001501;contrat_maintenance;;;;yellow;yellow;;;0;2026-02-03;1;Risque de rupture imminent
2026-02-13;3774337678;AdexGroup;;STCT000461;contrat_maintenance;;;;cyan;cyan;;;0;2026-02-04;1;Risque de rupture imminent
2026-02-13;3774395813;AdexGroup;;CT001497;contrat_maintenance;;;;yellow;yellow;;;0;2026-02-02;1;Risque de rupture imminent
2026-02-13;3774398308;AdexGroup;;CT001495;contrat_maintenance;;;;magenta;magenta;;;0;2026-02-07;1;Risque de rupture imminent
2026-02-13;3774417957;AdexGroup;;STCT000641;contrat_maintenance;;;;magenta;magenta;;;0;2026-02-09;1;Risque de rupture imminent
2026-02-13;3775929730;AdexGroup;;CT002967;contrat_maintenance;;;;cyan;cyan;;;0;2026-02-11;1;Risque de rupture imminent
2026-02-13;3916893875;AdexGroup;;CT001242;contrat_maintenance;;;;yellow;yellow;;;0;2026-02-13;1;Risque de rupture imminent
2026-02-13;3941998274;AdexGroup;;STCT000212;contrat_maintenance;;;;black;black;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;3942059506;AdexGroup;;CT001433;contrat_maintenance;;;;cyan;cyan;;;0;2026-01-22;1;Risque de rupture imminent
2026-02-13;3942059506;AdexGroup;;CT001433;contrat_maintenance;;;;magenta;magenta;;;0;2025-12-16;1;Risque de rupture imminent
2026-02-13;3942059506;AdexGroup;;CT001433;contrat_maintenance;;;;yellow;yellow;;;0;2026-01-27;1;Risque de rupture imminent
2026-02-13;3990160588;AdexGroup;;STCT000297;contrat_maintenance;;;;black;black;;;0;2026-02-13;1;Risque de rupture imminent
2026-02-13;3990243181;AdexGroup;;STCT000412;contrat_maintenance;;;;black;black;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;3990368766;AdexGroup;;STCT000601;contrat_maintenance;;;;magenta;magenta;;;0;2026-02-08;1;Risque de rupture imminent
2026-02-13;3DX13433;AdexGroup;;CT002909;contrat_maintenance;;;;black;black;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;3MU04986;AdexGroup;;;commande_simple;;;;yellow;yellow;;;0;2025-07-01;1;Risque de rupture imminent
2026-02-13;3NP03076;AdexGroup;;;commande_simple;;;;cyan;cyan;;;0;2025-11-10;1;Risque de rupture imminent
2026-02-13;3NP03120;AdexGroup;;CT003201;contrat_maintenance;;;;black;black;;;0;2025-04-01;1;Risque de rupture imminent
2026-02-13;3NP03120;AdexGroup;;CT003201;contrat_maintenance;;;;cyan;cyan;;;0;2025-07-29;1;Risque de rupture imminent
2026-02-13;3NP03120;AdexGroup;;CT003201;contrat_maintenance;;;;magenta;magenta;;;0;2025-08-20;1;Risque de rupture imminent
2026-02-13;3NP03120;AdexGroup;;CT003201;contrat_maintenance;;;;yellow;yellow;;;0;2025-11-27;1;Risque de rupture imminent
2026-02-13;3TE05641;AdexGroup;;CT002904;contrat_maintenance;;;;black;black;;;0;2024-11-17;1;Risque de rupture imminent
2026-02-13;3TE05641;AdexGroup;;CT002904;contrat_maintenance;;;;cyan;cyan;;;0;2025-06-03;1;Risque de rupture imminent
2026-02-13;3TE05641;AdexGroup;;CT002904;contrat_maintenance;;;;magenta;magenta;;;0;2025-06-02;1;Risque de rupture imminent
2026-02-13;3TE05641;AdexGroup;;CT002904;contrat_maintenance;;;;yellow;yellow;;;0;2025-05-31;1;Risque de rupture imminent
2026-02-13;5370630129;AdexGroup;;STCT000970;contrat_maintenance;;;;yellow;yellow;;;0;2026-02-02;1;Risque de rupture imminent
2026-02-13;660892;AdexGroup;;CT005008;contrat_maintenance;;;;black;black;;;0;2026-02-12;1;Risque de rupture imminent
2026-02-13;JPBVJDM0SF;AdexGroup;;;commande_simple;;;;black;black;;;0;2024-10-23;1;Risque de rupture imminent
2026-02-13;JPBVJDM0SF;AdexGroup;;CT001637;contrat_maintenance;;;;black;black;;;0;2024-10-23;1;Risque de rupture imminent
2026-02-13;JPBVJDM0SF;AdexGroup;;;commande_simple;;;;cyan;cyan;;;0;2024-11-20;1;Risque de rupture imminent
2026-02-13;JPBVJDM0SF;AdexGroup;;CT001637;contrat_maintenance;;;;cyan;cyan;;;0;2024-11-20;1;Risque de rupture imminent
2026-02-13;JPBVJDM0SF;AdexGroup;;;commande_simple;;;;magenta;magenta;;;0;2024-10-19;1;Risque de rupture imminent
2026-02-13;JPBVJDM0SF;AdexGroup;;CT001637;contrat_maintenance;;;;magenta;magenta;;;0;2024-10-19;1;Risque de rupture imminent
2026-02-13;JPBVJDM0SF;AdexGroup;;;commande_simple;;;;yellow;yellow;;;0;2024-10-19;1;Risque de rupture imminent
2026-02-13;JPBVJDM0SF;AdexGroup;;CT001637;contrat_maintenance;;;;yellow;yellow;;;0;2024-10-19;1;Risque de rupture imminent
2026-02-13;JPBVK2604K;AdexGroup;;CT001630;contrat_maintenance;;;;black;black;;;0;2025-02-05;1;Risque de rupture imminent
2026-02-13;JPBVK2604K;AdexGroup;;CT001630;contrat_maintenance;;;;cyan;cyan;;;0;2025-03-13;1;Risque de rupture imminent
2026-02-13;JPBVK2604K;AdexGroup;;CT001630;contrat_maintenance;;;;yellow;yellow;;;0;2025-05-15;1;Risque de rupture imminent
2026-02-13;JPBVK2604R;AdexGroup;;CT001631;contrat_maintenance;;;;magenta;magenta;;;0;2025-11-23;1;Risque de rupture imminent
2026-02-13;JPBVK2604R;AdexGroup;;CT001631;contrat_maintenance;;;;yellow;yellow;;;0;2025-11-20;1;Risque de rupture imminent
2026-02-13;JPBVK2604Z;AdexGroup;;CT001632;contrat_maintenance;;;;black;black;;;0;2024-12-31;1;Risque de rupture imminent
2026-02-13;JPBVK2604Z;AdexGroup;;CT001632;contrat_maintenance;;;;cyan;cyan;;;0;2025-04-09;1;Risque de rupture imminent
2026-02-13;JPBVK2604Z;AdexGroup;;CT001632;contrat_maintenance;;;;magenta;magenta;;;0;2025-03-31;1;Risque de rupture imminent
2026-02-13;JPBVK2604Z;AdexGroup;;CT001632;contrat_maintenance;;;;yellow;yellow;;;0;2025-07-19;1;Risque de rupture imminent
2026-02-13;JPBVK360SY;AdexGroup;;CT001647;contrat_maintenance;;;;magenta;magenta;;;0;2025-08-04;1;Risque de rupture imminent
2026-02-13;JPBVK360T1;AdexGroup;;CT001646;contrat_maintenance;;;;black;black;;;0;2025-05-13;1;Risque de rupture imminent
2026-02-13;JPBVK360T1;AdexGroup;;CT001646;contrat_maintenance;;;;cyan;cyan;;;0;2025-08-05;1;Risque de rupture imminent
2026-02-13;JPBVK360T1;AdexGroup;;CT001646;contrat_maintenance;;;;magenta;magenta;;;0;2025-03-23;1;Risque de rupture imminent
2026-02-13;JPBVK360T1;AdexGroup;;CT001646;contrat_maintenance;;;;yellow;yellow;;;0;2024-10-10;1;Risque de rupture imminent
2026-02-13;JPBVK3N0TP;AdexGroup;;CT001650;contrat_maintenance;;;;black;black;;;0;2025-04-30;1;Risque de rupture imminent
2026-02-13;JPBVK3N0TP;AdexGroup;;CT001650;contrat_maintenance;;;;cyan;cyan;;;0;2025-06-15;1;Risque de rupture imminent
2026-02-13;JPBVK3N0TP;AdexGroup;;CT001650;contrat_maintenance;;;;magenta;magenta;;;0;2024-12-26;1;Risque de rupture imminent
2026-02-13;JPBVK3N0TP;AdexGroup;;CT001650;contrat_maintenance;;;;yellow;yellow;;;0;2025-08-04;1;Risque de rupture imminent
2026-02-13;JPBVK460SW;AdexGroup;;CT001656;contrat_maintenance;;;;magenta;magenta;;;0;2024-10-23;1;Risque de rupture imminent
2026-02-13;JPBVK460T0;AdexGroup;;CT001643;contrat_maintenance;;;;yellow;yellow;;;0;2025-06-25;1;Risque de rupture imminent
2026-02-13;JPBVK460T0;AdexGroup;;CT001647;contrat_maintenance;;;;yellow;yellow;;;0;2025-06-25;1;Risque de rupture imminent
2026-02-13;JPBVK460VK;AdexGroup;;CT001657;contrat_maintenance;;;;black;black;;;0;2025-04-12;1;Risque de rupture imminent
2026-02-13;JPBVK460VK;AdexGroup;;CT001657;contrat_maintenance;;;;cyan;cyan;;;0;2025-08-19;1;Risque de rupture imminent
2026-02-13;JPBVK460VK;AdexGroup;;CT001657;contrat_maintenance;;;;magenta;magenta;;;0;2024-10-18;1;Risque de rupture imminent
2026-02-13;JPBVK460VK;AdexGroup;;CT001657;contrat_maintenance;;;;yellow;yellow;;;0;2025-07-31;1;Risque de rupture imminent
2026-02-13;JPBVK460VN;AdexGroup;;CT001633;contrat_maintenance;;;;black;black;;;0;2024-09-11;1;Risque de rupture imminent
2026-02-13;JPBVK460VN;AdexGroup;;CT001633;contrat_maintenance;;;;cyan;cyan;;;0;2024-07-07;1;Risque de rupture imminent
2026-02-13;JPBVK460VN;AdexGroup;;CT001633;contrat_maintenance;;;;magenta;magenta;;;0;2024-09-19;1;Risque de rupture imminent
2026-02-13;JPBVK460VN;AdexGroup;;CT001633;contrat_maintenance;;;;yellow;yellow;;;0;2024-06-19;1;Risque de rupture imminent
